train_count,track_utilization,block_duration,time,train_priority,previous_delay,congestion,expected_delay
9,33.1,4,1,3,10.6,LOW,51.9
16,35.5,1,10,1,3.2,LOW,53.84
12,37.0,1,21,1,2.5,LOW,37.56
10,34.5,1,7,1,5.8,LOW,30.2
8,31.6,3,0,1,3.8,LOW,36.43
23,87.5,2,21,3,7.7,HIGH,79.89
14,47.7,1,11,1,6.1,MEDIUM,50.13
4,15.0,3,1,3,0.3,LOW,30.22
13,47.5,4,17,1,0.6,LOW,61.73
8,26.5,2,6,3,1.2,LOW,32.83
14,59.6,1,16,2,8.4,MEDIUM,51.57
16,61.8,1,21,3,30.3,MEDIUM,74.69
8,19.5,3,22,1,4.8,LOW,30.89
7,19.9,2,13,2,1.3,LOW,29.39
13,53.1,4,23,2,7.5,MEDIUM,63.57
14,48.2,2,6,2,7.9,MEDIUM,47.36
17,61.3,1,21,2,11.3,MEDIUM,62.06
5,15.4,2,2,2,9.9,LOW,28.15
3,21.0,3,5,3,9.3,LOW,39.86
17,58.7,2,19,1,10.3,MEDIUM,62.7
6,25.2,5,1,2,13.7,LOW,55.85
11,28.7,2,16,3,18.1,LOW,50.4
16,47.1,2,11,1,0.0,MEDIUM,56.3
25,97.4,1,11,1,8.8,HIGH,76.87
9,23.7,1,16,3,22.7,LOW,43.1
18,64.9,2,9,1,11.3,MEDIUM,72.71
14,53.2,2,2,1,0.7,MEDIUM,44.08
20,69.7,1,19,1,10.7,MEDIUM,63.13
17,63.7,1,17,3,2.3,MEDIUM,57.43
4,15.0,2,12,3,1.6,LOW,27.35
12,48.1,3,11,3,1.8,LOW,57.85
10,19.8,2,16,2,28.6,LOW,48.64
12,46.0,2,3,2,8.6,LOW,46.73
10,50.2,1,22,1,30.5,LOW,49.91
25,92.6,3,9,1,15.0,HIGH,87.11
24,82.1,3,10,1,20.7,HIGH,89.43
12,39.5,1,5,1,6.5,LOW,40.43
10,33.9,3,5,3,3.4,LOW,47.24
12,34.3,2,8,2,10.7,LOW,45.15
12,39.7,1,14,2,0.1,LOW,38.96
12,32.0,2,1,3,8.3,LOW,48.62
10,28.8,2,3,3,25.1,LOW,48.46
12,46.2,3,4,2,15.0,LOW,51.56
11,42.2,1,16,1,1.7,LOW,33.0
8,29.7,3,7,1,1.1,LOW,36.07
8,28.2,1,7,2,14.0,LOW,35.06
17,47.3,1,21,1,0.4,MEDIUM,49.13
13,41.9,2,11,1,42.9,LOW,66.42
23,77.8,2,20,3,5.0,HIGH,68.43
14,38.1,5,7,1,21.0,LOW,70.98
24,73.2,2,18,1,13.3,HIGH,71.9
3,16.0,2,2,2,9.6,LOW,26.21
25,86.9,4,17,2,1.8,HIGH,83.72
21,64.5,2,20,1,0.7,MEDIUM,73.29
24,89.8,1,18,1,8.5,HIGH,73.61
20,73.9,2,18,3,1.7,HIGH,69.85
9,29.8,4,14,1,14.1,LOW,44.72
11,29.8,3,5,2,0.6,LOW,45.85
12,50.4,3,15,1,5.9,LOW,48.81
10,44.1,3,7,1,4.4,LOW,44.84
11,44.4,3,15,1,20.7,LOW,57.53
15,57.7,3,17,2,18.3,MEDIUM,63.66
19,64.3,1,19,3,10.2,MEDIUM,68.95
5,17.6,1,15,1,11.3,LOW,19.61
19,72.8,2,10,1,9.8,MEDIUM,70.15
14,49.1,4,6,1,9.0,MEDIUM,60.55
13,39.2,3,16,2,46.3,LOW,60.14
9,25.0,2,16,1,10.7,LOW,36.82
18,67.8,1,11,1,23.3,MEDIUM,61.75
12,53.5,1,12,1,4.6,MEDIUM,43.62
25,88.2,3,9,2,50.2,HIGH,106.4
14,60.9,1,6,3,7.6,MEDIUM,46.11
6,15.0,3,13,2,18.8,LOW,39.62
8,19.8,1,22,1,0.8,LOW,29.51
6,17.3,2,0,1,7.5,LOW,27.77
14,35.7,2,16,1,39.5,LOW,55.76
12,39.5,3,3,1,0.6,LOW,50.8
12,47.9,2,20,2,23.5,LOW,61.55
11,25.2,2,4,1,1.3,LOW,34.92
20,73.5,2,19,1,44.4,HIGH,80.8
12,33.4,4,23,2,2.7,LOW,47.99
9,25.7,2,22,2,12.6,LOW,45.05
11,36.6,1,6,2,0.2,LOW,32.37
20,67.6,3,9,2,2.7,MEDIUM,70.66
13,50.2,2,16,2,7.4,MEDIUM,51.24
8,26.0,3,6,2,2.1,LOW,43.59
11,41.5,1,0,2,11.4,LOW,39.97
11,43.8,1,6,1,9.0,LOW,34.22
6,21.1,4,23,1,37.6,LOW,47.24
24,94.7,4,10,3,7.0,HIGH,102.16
15,47.3,2,8,3,11.7,MEDIUM,65.32
16,49.5,1,11,2,0.6,MEDIUM,53.84
13,39.5,2,2,2,0.4,LOW,36.78
9,44.0,1,3,1,7.0,LOW,32.06
8,32.2,2,3,2,33.8,LOW,50.89
5,24.2,2,12,3,2.5,LOW,30.72
14,51.8,3,22,3,0.0,MEDIUM,52.03
24,81.0,1,18,1,3.3,HIGH,63.17
20,68.9,2,9,1,10.7,MEDIUM,68.2
11,31.5,3,4,1,13.0,LOW,45.77
12,53.3,3,6,1,12.2,MEDIUM,51.31
9,30.0,2,23,1,0.7,LOW,31.1
13,39.0,2,15,2,11.8,LOW,50.19
10,25.2,3,0,1,0.7,LOW,33.01
20,78.4,3,11,2,34.8,HIGH,92.64
14,53.9,1,1,2,3.7,MEDIUM,40.03
3,15.0,1,6,2,9.5,LOW,25.02
13,33.0,3,10,2,5.3,LOW,45.91
14,50.0,2,12,2,2.2,MEDIUM,48.83
11,35.8,5,1,2,7.6,LOW,57.43
13,41.2,2,6,1,0.1,LOW,45.05
5,25.4,1,14,3,5.6,LOW,26.92
18,53.2,2,10,1,0.3,MEDIUM,59.18
11,28.7,2,1,3,6.7,LOW,44.28
6,15.0,2,6,1,4.9,LOW,24.2
10,28.5,3,3,1,18.0,LOW,44.58
19,56.2,3,10,1,27.1,MEDIUM,75.84
13,49.7,1,1,2,8.4,MEDIUM,48.87
14,42.2,3,15,1,1.6,LOW,50.54
6,21.6,2,6,2,5.9,LOW,29.43
4,15.0,2,12,2,0.0,LOW,25.26
7,29.7,3,4,1,11.7,LOW,34.84
13,48.5,2,16,2,0.3,LOW,42.95
24,81.9,2,20,1,13.2,HIGH,77.95
25,94.6,2,11,2,2.5,HIGH,75.44
24,78.2,3,18,2,2.3,HIGH,78.72
5,15.0,1,6,1,0.8,LOW,24.69
3,15.0,2,5,3,9.3,LOW,27.33
6,24.2,2,7,2,3.6,LOW,36.31
11,25.9,1,12,2,0.8,LOW,29.18
9,37.5,3,4,2,3.1,LOW,36.32
8,23.5,2,1,3,20.4,LOW,46.94
18,65.1,1,8,1,0.3,MEDIUM,47.31
23,73.6,2,10,1,8.8,HIGH,73.11
6,28.4,1,23,1,5.6,LOW,22.41
8,33.4,3,5,3,7.3,LOW,51.79
5,23.2,2,6,1,4.0,LOW,31.01
5,19.7,1,6,3,5.3,LOW,29.8
25,83.9,5,18,1,11.4,HIGH,95.11
12,30.6,1,5,1,5.3,LOW,36.31
21,71.7,2,10,1,3.8,HIGH,71.96
25,91.9,3,10,2,2.6,HIGH,79.91
10,38.8,2,6,3,4.8,LOW,39.3
11,33.0,5,1,1,6.9,LOW,55.57
16,72.8,3,18,2,3.8,MEDIUM,68.39
9,37.0,4,3,1,18.5,LOW,59.68
14,43.1,2,5,2,44.1,LOW,68.61
4,15.0,2,16,1,1.8,LOW,19.43
9,24.4,3,4,1,8.3,LOW,39.73
13,43.4,4,6,2,1.8,LOW,56.14
20,77.5,4,8,2,6.2,HIGH,73.9
10,36.7,4,0,1,4.0,LOW,46.6
6,30.3,3,0,1,2.3,LOW,31.96
25,94.5,1,18,2,3.3,HIGH,72.21
14,55.8,2,5,2,1.1,MEDIUM,43.89
14,57.7,1,17,3,0.7,MEDIUM,51.91
19,64.6,1,9,2,4.8,MEDIUM,68.56
19,65.6,1,10,3,13.5,MEDIUM,61.94
7,15.5,1,0,1,9.2,LOW,22.56
10,37.5,1,0,1,7.2,LOW,38.42
5,18.4,5,12,1,4.4,LOW,46.87
11,49.4,2,4,1,5.1,LOW,35.41
16,52.3,1,19,2,0.2,MEDIUM,49.93
13,38.0,3,0,2,22.5,LOW,60.07
14,38.9,3,19,1,3.0,LOW,55.96
5,25.3,2,2,2,19.7,LOW,36.34
12,41.9,1,17,2,10.1,LOW,52.3
24,79.8,1,8,2,6.6,HIGH,74.77
13,45.6,2,13,1,4.7,LOW,42.32
8,19.6,1,16,2,3.1,LOW,22.42
4,15.0,3,22,1,8.1,LOW,35.7
10,44.4,3,13,3,28.1,LOW,71.78
9,31.8,3,3,3,13.1,LOW,47.81
4,16.1,2,4,1,4.0,LOW,30.66
23,78.3,1,20,1,5.3,HIGH,67.89
7,20.0,2,16,2,5.1,LOW,33.85
21,67.6,2,21,1,2.4,MEDIUM,73.52
12,34.6,3,1,1,15.0,LOW,56.76
4,20.4,4,22,3,9.4,LOW,39.51
12,43.7,1,21,1,7.3,LOW,45.33
14,44.4,5,4,1,4.5,LOW,64.49
9,35.0,4,3,2,2.2,LOW,45.89
7,18.9,1,3,1,8.2,LOW,29.52
4,19.7,1,5,1,2.2,LOW,14.09
21,66.4,2,19,2,0.1,MEDIUM,66.14
20,68.9,2,20,1,0.6,MEDIUM,70.0
5,15.0,1,12,2,9.5,LOW,27.56
21,80.3,1,21,3,3.8,HIGH,72.72
12,49.5,4,4,3,1.8,LOW,58.93
3,15.0,1,22,1,2.2,LOW,15.72
9,30.2,2,22,1,5.5,LOW,39.72
3,15.0,3,6,2,18.9,LOW,44.94
13,45.5,4,19,2,2.5,LOW,66.11
14,43.4,2,0,3,8.5,LOW,51.35
8,32.5,1,13,2,14.0,LOW,42.97
3,15.0,3,23,1,5.4,LOW,31.62
14,48.2,3,3,1,0.2,MEDIUM,45.41
9,32.1,5,16,2,12.7,LOW,57.95
15,60.3,1,20,3,16.9,MEDIUM,62.81
5,16.7,3,13,1,0.3,LOW,31.16
14,58.4,2,15,2,1.0,MEDIUM,44.59
12,46.0,4,13,1,0.7,LOW,49.78
3,15.4,2,15,1,2.0,LOW,22.44
4,15.0,2,23,1,5.5,LOW,21.96
12,33.6,1,19,3,0.3,LOW,43.3
11,38.0,2,7,2,1.5,LOW,47.38
6,15.0,2,23,3,4.2,LOW,30.35
9,19.8,1,2,3,8.0,LOW,37.03
14,44.8,2,18,1,19.2,LOW,60.81
11,27.7,2,0,2,14.2,LOW,41.61
11,43.3,3,1,3,0.4,LOW,47.82
8,20.4,1,14,2,27.3,LOW,40.67
21,61.5,3,21,2,2.5,MEDIUM,74.6
14,44.3,3,9,1,3.6,LOW,52.79
23,81.7,1,17,2,0.6,HIGH,72.05
19,62.0,1,21,1,22.0,MEDIUM,68.72
7,28.7,3,13,1,6.3,LOW,38.36
11,41.2,1,16,1,5.8,LOW,33.55
4,15.5,1,12,1,0.1,LOW,20.23
4,15.0,2,0,1,0.0,LOW,21.76
5,19.6,2,4,1,9.2,LOW,30.92
5,15.0,2,12,1,5.3,LOW,32.63
14,46.9,5,13,1,5.7,MEDIUM,64.02
9,37.6,4,23,1,8.4,LOW,46.24
3,15.0,4,2,2,1.3,LOW,28.88
4,15.6,2,14,2,51.2,LOW,49.26
14,36.7,5,18,2,0.7,LOW,67.53
3,15.0,3,16,3,2.5,LOW,28.3
11,35.6,3,2,1,9.5,LOW,40.43
12,38.9,2,15,1,5.8,LOW,41.56
11,35.4,1,13,1,0.8,LOW,29.24
18,62.9,4,11,3,11.9,MEDIUM,86.51
21,68.8,2,11,2,28.2,MEDIUM,77.75
21,72.1,5,10,1,5.1,HIGH,80.1
3,15.0,1,16,1,2.3,LOW,16.63
7,21.3,5,7,2,0.9,LOW,44.79
5,18.8,1,16,1,1.8,LOW,16.65
17,56.8,2,20,2,3.0,MEDIUM,63.15
5,19.1,2,22,3,1.7,LOW,33.8
12,44.5,3,19,2,9.2,LOW,61.41
13,47.9,3,10,3,0.2,LOW,62.3
3,15.0,2,1,1,4.2,LOW,30.0
20,55.8,1,9,2,3.7,MEDIUM,54.46
17,50.8,2,9,3,16.8,MEDIUM,66.59
22,85.7,2,10,2,2.5,HIGH,71.82
3,16.0,3,5,2,7.0,LOW,32.83
8,24.8,1,3,2,0.0,LOW,19.73
12,44.3,2,23,3,19.9,LOW,55.77
14,44.0,5,11,1,8.1,LOW,67.69
15,54.9,1,10,1,12.6,MEDIUM,56.23
10,28.2,2,22,1,6.7,LOW,45.88
9,32.9,1,22,3,13.5,LOW,40.12
10,32.8,1,12,3,0.7,LOW,34.39
10,38.5,2,4,1,9.9,LOW,40.44
12,54.8,2,5,1,1.3,MEDIUM,43.52
5,17.5,2,0,3,6.9,LOW,33.08
4,15.0,4,5,1,34.0,LOW,47.95
19,65.8,3,17,1,1.6,MEDIUM,69.16
22,74.2,4,21,1,2.4,HIGH,82.61
25,70.7,2,8,1,1.9,HIGH,71.5
4,15.0,2,23,2,4.3,LOW,27.23
13,48.6,2,14,1,5.4,LOW,48.33
10,40.2,3,7,2,1.4,LOW,48.55
14,53.9,2,18,3,0.2,MEDIUM,60.93
14,57.4,1,23,1,3.3,MEDIUM,50.07
6,18.7,1,15,1,3.9,LOW,32.38
14,41.7,2,5,3,3.9,LOW,60.54
7,15.0,1,5,2,8.7,LOW,27.98
14,47.6,1,21,1,4.8,MEDIUM,49.19
14,44.0,3,2,1,0.9,LOW,48.33
25,79.8,1,9,1,21.5,HIGH,76.25
7,15.0,2,0,2,9.6,LOW,37.5
11,35.1,3,13,1,1.9,LOW,41.65
11,32.4,1,3,1,21.9,LOW,44.21
21,67.1,1,11,1,38.2,MEDIUM,75.04
6,30.9,1,5,2,1.8,LOW,22.17
12,40.6,2,10,1,3.8,LOW,46.39
14,46.6,3,11,2,0.6,LOW,61.09
18,66.0,2,9,1,5.3,MEDIUM,60.32
25,82.1,2,17,1,12.4,HIGH,80.57
9,33.5,2,6,2,18.7,LOW,40.47
14,51.7,3,6,2,6.3,MEDIUM,51.97
17,51.9,1,10,2,3.2,MEDIUM,58.79
3,15.0,3,3,2,6.8,LOW,29.47
17,49.0,3,19,1,1.0,MEDIUM,64.24
9,24.0,1,0,2,14.4,LOW,34.27
10,29.6,2,12,1,5.9,LOW,36.15
21,73.5,1,17,1,32.3,HIGH,78.86
22,68.3,2,8,2,4.1,HIGH,80.52
7,24.6,1,23,3,8.5,LOW,31.36
13,42.5,1,23,2,3.3,LOW,48.74
17,56.0,2,8,2,1.3,MEDIUM,58.83
10,38.5,3,22,3,11.2,LOW,51.47
25,95.2,4,8,1,8.9,HIGH,103.69
24,71.8,3,9,3,12.1,HIGH,85.78
6,23.6,2,1,2,31.3,LOW,43.94
6,32.4,5,5,2,40.2,LOW,68.57
5,22.8,1,14,2,21.2,LOW,33.35
7,27.4,1,2,2,18.0,LOW,37.47
25,74.1,2,10,2,2.9,HIGH,74.72
3,17.6,2,5,1,5.1,LOW,23.34
14,57.6,2,2,3,0.4,MEDIUM,52.71
6,24.3,3,23,1,9.2,LOW,34.4
19,70.2,1,10,1,6.3,MEDIUM,66.86
8,33.5,2,14,1,9.8,LOW,36.44
4,17.7,2,12,1,9.1,LOW,29.77
14,52.4,3,19,1,2.5,MEDIUM,61.7
18,51.5,4,9,1,4.9,MEDIUM,71.31
12,55.8,3,5,1,0.9,MEDIUM,43.8
3,16.0,2,14,1,0.7,LOW,25.55
12,46.3,3,17,1,4.9,LOW,55.59
22,77.0,1,17,1,6.5,HIGH,66.75
6,15.0,5,6,3,3.1,LOW,44.13
10,20.1,3,14,1,0.5,LOW,39.99
17,60.8,2,17,1,8.7,MEDIUM,56.74
18,61.0,3,17,1,9.1,MEDIUM,62.5
19,69.1,2,19,1,3.1,MEDIUM,63.67
17,56.0,1,8,2,0.0,MEDIUM,55.26
10,31.9,3,23,1,8.1,LOW,40.73
6,18.8,2,1,1,0.6,LOW,24.45
13,41.5,4,7,1,2.0,LOW,57.02
13,37.8,2,19,2,2.3,LOW,55.0
10,26.5,3,1,2,2.4,LOW,44.53
19,67.5,3,10,1,7.7,MEDIUM,74.09
4,17.3,4,6,1,0.7,LOW,37.25
13,26.5,1,5,1,8.3,LOW,32.04
24,80.4,2,9,2,5.3,HIGH,77.57
9,29.2,3,4,1,3.4,LOW,38.88
13,46.9,2,10,1,7.4,LOW,52.9
3,15.0,2,0,1,16.5,LOW,20.47
6,24.5,2,1,1,6.3,LOW,30.8
6,18.3,5,23,1,1.4,LOW,45.04
6,16.2,3,0,1,6.5,LOW,31.01
14,37.3,2,18,1,4.8,LOW,50.92
7,23.1,3,1,1,22.6,LOW,49.11
12,31.4,2,20,2,7.2,LOW,43.65
13,40.0,5,19,1,0.3,LOW,61.25
12,32.4,2,22,2,1.0,LOW,40.92
21,79.5,2,20,2,6.1,HIGH,66.22
7,16.1,1,23,2,12.7,LOW,31.89
10,28.8,2,3,3,0.8,LOW,36.58
14,50.9,2,11,1,6.7,MEDIUM,46.75
19,71.4,3,21,1,4.8,MEDIUM,70.12
21,67.0,4,19,2,3.6,MEDIUM,89.98
19,73.7,4,17,2,0.7,MEDIUM,72.27
11,35.7,1,0,2,16.9,LOW,45.13
10,41.0,2,0,1,11.5,LOW,40.44
7,24.1,3,23,2,20.3,LOW,51.09
7,15.9,1,13,3,1.5,LOW,27.86
11,32.2,2,3,1,6.8,LOW,32.78
7,23.1,2,4,3,0.2,LOW,40.79
19,70.9,1,10,1,1.6,MEDIUM,58.6
8,30.5,1,23,1,12.4,LOW,29.45
13,51.8,3,22,1,2.7,MEDIUM,53.83
13,40.0,2,12,1,1.8,LOW,42.78
3,15.0,3,15,2,6.3,LOW,32.35
13,47.8,3,23,2,8.5,LOW,46.48
14,50.3,1,12,2,7.5,MEDIUM,39.97
14,46.7,1,23,1,0.8,LOW,40.22
25,82.0,1,21,1,21.3,HIGH,75.77
3,15.0,2,1,1,1.6,LOW,26.51
4,15.0,4,15,3,20.8,LOW,41.61
8,29.2,3,5,1,5.3,LOW,36.76
7,27.6,1,13,3,0.9,LOW,30.39
4,21.4,1,0,1,1.3,LOW,19.39
8,27.2,3,16,1,4.5,LOW,41.49
20,70.0,2,10,1,49.9,MEDIUM,90.62
21,61.5,3,18,1,17.4,MEDIUM,75.78
13,44.9,1,2,3,31.4,LOW,54.74
13,47.9,2,10,2,4.9,LOW,51.16
6,15.6,2,4,3,9.1,LOW,39.47
12,49.3,3,16,2,5.9,LOW,55.29
18,56.4,1,21,2,0.2,MEDIUM,51.45
9,32.2,1,6,2,1.2,LOW,31.1
23,79.3,2,9,2,2.7,HIGH,74.13
24,76.4,1,10,2,3.0,HIGH,69.64
11,36.5,3,2,1,9.5,LOW,50.3
17,58.1,1,19,1,10.2,MEDIUM,54.76
18,61.8,1,9,2,4.8,MEDIUM,62.78
25,75.7,4,9,1,3.8,HIGH,80.58
10,36.1,2,13,1,1.6,LOW,35.16
12,46.8,1,11,3,0.3,LOW,45.85
7,29.1,1,14,1,7.0,LOW,26.92
14,52.1,4,9,2,3.4,MEDIUM,69.74
16,48.5,3,9,1,5.2,MEDIUM,64.57
14,51.7,5,18,2,18.5,MEDIUM,82.15
8,18.2,3,0,1,8.8,LOW,33.77
13,43.1,3,23,3,12.1,LOW,54.52
17,51.0,2,9,3,1.6,MEDIUM,56.99
14,53.5,3,1,3,0.0,MEDIUM,58.53
8,27.8,2,16,1,1.2,LOW,34.61
9,18.9,3,23,1,11.7,LOW,39.37
11,35.3,3,6,3,4.7,LOW,50.89
5,15.0,3,6,2,1.9,LOW,30.99
20,64.6,2,19,3,26.1,MEDIUM,76.75
21,69.3,2,8,2,5.3,MEDIUM,70.29
20,71.9,2,21,1,3.7,MEDIUM,61.85
7,29.2,2,1,1,30.2,LOW,34.89
6,15.0,5,13,2,1.1,LOW,45.82
10,32.2,2,16,2,7.3,LOW,37.37
5,15.0,1,0,1,11.1,LOW,22.8
16,46.7,2,8,1,22.6,MEDIUM,58.23
15,49.3,3,19,2,14.4,MEDIUM,69.79
24,86.8,4,20,2,2.7,HIGH,90.33
13,37.9,2,18,1,2.4,LOW,50.35
14,52.7,1,3,1,0.8,MEDIUM,34.78
6,15.0,1,7,1,1.5,LOW,28.86
12,50.3,1,12,1,10.5,LOW,42.27
14,47.4,1,3,3,2.7,MEDIUM,47.23
16,49.9,3,8,2,4.7,MEDIUM,57.63
23,82.0,2,8,2,9.4,HIGH,78.07
13,59.1,2,21,2,8.7,MEDIUM,57.71
21,79.5,3,17,1,12.6,HIGH,72.22
12,40.4,2,11,2,0.5,LOW,45.87
18,68.9,1,9,3,6.8,MEDIUM,70.15
18,74.9,2,10,2,17.8,MEDIUM,69.74
8,24.9,1,6,1,3.7,LOW,26.1
21,72.4,2,8,2,1.7,HIGH,66.79
9,25.7,3,5,3,0.6,LOW,44.97
12,38.5,4,18,1,22.5,LOW,69.06
7,22.1,1,15,1,0.0,LOW,26.43
9,28.0,2,14,3,12.6,LOW,43.95
14,54.7,3,6,3,2.5,MEDIUM,61.99
6,15.0,2,15,1,2.2,LOW,22.82
7,24.0,2,4,1,1.4,LOW,28.45
9,30.3,1,15,1,1.7,LOW,27.31
8,24.4,3,0,1,5.8,LOW,42.71
20,72.9,4,18,3,16.7,HIGH,79.7
3,15.0,5,4,1,3.7,LOW,32.14
4,15.0,3,6,1,10.9,LOW,26.3
21,73.3,1,18,3,2.3,HIGH,66.72
23,77.9,3,21,1,18.8,HIGH,82.13
5,20.7,2,4,2,19.6,LOW,29.67
3,19.6,4,16,1,0.9,LOW,35.67
12,47.2,4,21,2,14.6,LOW,70.09
4,27.0,5,7,3,9.7,LOW,51.04
14,52.6,4,0,1,4.0,MEDIUM,51.9
4,15.0,2,1,2,14.4,LOW,42.12
9,34.5,3,14,3,18.7,LOW,56.37
13,39.8,5,19,3,5.5,LOW,75.03
15,58.9,2,17,1,5.7,MEDIUM,52.61
20,66.4,3,10,1,9.7,MEDIUM,68.61
18,53.2,4,9,1,2.2,MEDIUM,63.57
12,42.8,2,23,1,0.6,LOW,38.54
7,22.1,1,23,1,6.0,LOW,24.13
5,19.5,1,3,1,3.1,LOW,19.9
3,15.0,1,4,2,1.0,LOW,22.63
3,15.0,2,3,2,1.2,LOW,27.4
4,15.8,2,12,3,1.9,LOW,32.11
13,49.4,2,12,2,3.3,MEDIUM,52.18
16,55.5,2,17,1,4.6,MEDIUM,57.76
5,16.3,5,23,2,25.1,LOW,61.51
13,42.7,1,1,2,5.3,LOW,41.87
12,38.7,4,15,1,19.6,LOW,60.17
12,39.2,1,0,1,6.3,LOW,33.18
23,83.4,2,18,3,1.4,HIGH,73.97
18,69.2,2,8,1,14.8,MEDIUM,68.39
6,25.2,3,2,3,0.1,LOW,38.02
12,42.7,2,6,3,6.6,LOW,54.51
12,41.4,1,9,1,3.3,LOW,37.94
8,28.6,2,0,2,4.6,LOW,30.88
19,66.1,1,9,1,12.8,MEDIUM,63.05
25,81.5,2,20,3,0.0,HIGH,76.88
12,36.5,2,8,2,1.6,LOW,47.99
8,27.7,2,14,1,13.4,LOW,38.53
7,18.7,3,14,2,6.3,LOW,39.85
13,39.5,4,2,2,2.4,LOW,52.97
8,23.2,2,4,1,5.5,LOW,30.42
17,64.9,1,8,3,4.1,MEDIUM,64.35
23,87.2,3,21,1,11.7,HIGH,82.36
19,64.6,2,8,2,11.3,MEDIUM,70.89
5,17.4,2,22,1,5.0,LOW,26.23
3,15.0,2,6,2,2.6,LOW,23.92
6,15.0,3,23,2,0.1,LOW,30.44
9,31.3,4,22,2,5.1,LOW,51.11
25,96.9,5,11,2,7.2,HIGH,99.61
12,40.4,4,8,2,7.4,LOW,58.12
6,19.8,3,5,1,16.2,LOW,42.2
11,36.9,4,22,1,5.0,LOW,43.8
13,42.8,1,1,1,10.2,LOW,45.15
16,57.0,3,8,1,1.1,MEDIUM,57.71
11,39.2,1,16,1,11.6,LOW,38.77
14,35.3,3,0,3,4.7,LOW,54.02
17,61.3,1,18,3,9.5,MEDIUM,57.97
4,15.0,2,5,1,14.4,LOW,27.35
9,34.6,1,4,1,2.3,LOW,35.18
9,30.8,2,1,1,8.8,LOW,40.22
14,48.4,2,8,2,1.1,MEDIUM,58.42
12,42.1,1,13,1,0.9,LOW,31.92
13,41.0,3,3,2,2.7,LOW,47.46
11,33.8,4,3,2,1.1,LOW,49.17
13,48.7,3,20,2,4.8,LOW,58.73
4,15.0,3,14,1,16.2,LOW,31.4
5,15.0,3,7,1,0.6,LOW,29.31
14,50.5,4,3,1,3.6,MEDIUM,58.04
4,16.2,2,15,1,1.9,LOW,27.9
12,40.6,2,20,3,4.9,LOW,53.73
9,31.9,4,3,1,8.0,LOW,48.84
10,34.7,2,15,1,15.3,LOW,39.04
22,78.5,1,21,3,0.2,HIGH,62.5
12,45.8,3,11,1,6.7,LOW,59.5
13,47.3,1,15,1,9.4,LOW,41.9
19,70.0,2,18,3,1.2,MEDIUM,72.09
6,30.1,1,7,2,22.2,LOW,34.55
3,15.0,3,5,1,0.7,LOW,21.75
22,74.5,5,9,2,3.1,HIGH,81.68
7,15.0,1,4,2,2.2,LOW,21.76
22,67.0,1,17,1,0.6,MEDIUM,57.1
19,66.8,1,9,2,9.6,MEDIUM,65.41
16,52.9,3,9,2,5.7,MEDIUM,64.18
7,20.9,2,6,3,4.5,LOW,39.38
13,47.6,2,17,3,1.8,LOW,53.83
12,45.1,1,0,1,4.7,LOW,42.92
11,39.4,2,6,2,18.5,LOW,51.47
25,82.6,2,20,1,3.5,HIGH,74.99
10,45.8,2,0,1,5.7,LOW,37.67
5,16.5,1,14,1,21.1,LOW,34.51
5,22.5,2,3,2,9.4,LOW,30.75
22,73.5,2,19,2,0.3,HIGH,72.87
21,65.1,2,9,1,3.2,MEDIUM,68.71
6,20.9,2,22,2,30.0,LOW,48.02
24,96.6,3,8,2,16.0,HIGH,86.84
6,26.3,2,1,2,17.1,LOW,47.95
13,43.6,4,13,1,21.8,LOW,69.17
6,23.8,1,15,2,8.0,LOW,30.52
14,45.7,1,0,3,12.1,LOW,43.85
9,34.8,1,1,1,8.5,LOW,35.84
9,42.3,2,6,1,6.0,LOW,41.66
21,68.2,1,9,3,5.9,MEDIUM,62.49
25,86.6,1,21,2,0.1,HIGH,71.51
19,66.9,2,19,2,2.1,MEDIUM,69.95
9,28.3,3,0,1,0.2,LOW,29.06
10,31.4,3,12,2,4.8,LOW,46.26
10,35.1,2,0,1,10.2,LOW,41.18
9,26.8,2,4,1,22.3,LOW,37.74
3,16.4,3,15,1,0.1,LOW,28.66
6,19.4,2,14,1,5.4,LOW,28.77
5,16.3,3,16,2,9.6,LOW,36.31
14,42.0,5,22,3,8.8,LOW,69.41
11,32.5,4,15,1,11.2,LOW,51.32
14,44.7,2,12,2,14.9,LOW,52.13
23,75.3,2,10,1,19.6,HIGH,76.34
10,27.9,3,16,1,1.6,LOW,40.52
11,42.5,2,16,3,24.8,LOW,52.26
7,32.4,3,1,1,13.1,LOW,49.91
7,22.9,2,12,1,18.4,LOW,32.88
12,35.4,3,13,1,3.4,LOW,47.26
22,69.8,1,10,2,52.4,HIGH,83.54
15,52.3,1,9,1,0.1,MEDIUM,60.65
9,31.2,2,2,1,16.4,LOW,37.57
10,24.7,2,16,2,9.1,LOW,47.41
7,15.0,1,14,1,1.2,LOW,19.67
17,58.4,2,8,1,14.2,MEDIUM,66.39
24,86.0,1,9,1,12.6,HIGH,73.46
6,27.6,2,7,1,6.2,LOW,32.13
21,67.7,2,20,2,8.0,MEDIUM,72.6
10,40.8,1,12,2,1.1,LOW,37.7
22,73.3,2,17,2,4.9,HIGH,74.64
7,16.8,1,4,1,0.3,LOW,21.44
11,48.3,3,5,1,6.9,LOW,48.51
10,24.3,1,16,1,4.8,LOW,30.51
20,67.0,3,10,1,0.7,MEDIUM,68.54
